Category Name,Category Bid No,Doc ID
IN-HOUSE PROCESS AUDIT BY THIRD PARTY AGENCY,—,9741534
SPECIAL BORING CUTTER DIA68MM HVF8900-01017 TO CODE: 1950023-PMAS PER KENNAMETAL DESIGN OR EQUIVALE,—,9740380
50NB PN10 EN LUGGED NAB_NAB_EPDM WITH REPLACEABLESOFT SEAT LINER ELECTRIC OPERATED BUTTERFLY VALVEW,—,9742914
Inter location movement CCTV system for Drilling rigs,—,9741077
"Sorbent Boom– Minimum 5-inch diameter,Sorbent Pads - Minimum size 20 inch x 20 inch",—,9730233
Flow Tracker 2 for field measurement,—,9654180
"Cultivation Shovels 3 Holes with bolts nuts,MB plough bar point with bolts 30 inch 32mm,MB plough b",—,9745804
Bolted Enclosure for Augmented Configuration as per ARDE Spec. No. ARDE/EMRG10/BARG01,—,9745631
Talk Back System & PA speaker as per Price Break Up on NIT page no. 38-39 & Specification Document.,—,9745094
Integrated Tribal and Vanishing Art and Cultural Artist Resource Management System,—,9744609
"Chloride Ion Selective Electrode,DO Sensor,Automatic Water Analyser,Digital COD Digester,Needle Vib",—,9742773
"NG10 PRS RED VALV P-LINE 0 50,PRS RED VALV SUB PLATE DR-10-4-5X-50-Y-M",—,9741239
FIRE DETECTION & ALARM SYSTEM FOR STORES,—,9548696
"6.6kV 1600A VCB which suitable for retrofit of NGEF make SF6CB Type: SF ASG 12 16 40,6.6kV 2500A VC",—,9692048
SITC of Hi wall hydronic type Fan Coil Units(FCU) -) -3 nos & Ductable Split AC- 1no with etc.,—,9745849
Liquid Nitrogen Gas-LN2,—,9744712
"Sterile Surgical Scalpel Blade,Scalpel Blade Holder,Disposable Surgical Face Masks,Powder Free Nitr",—,9745994
PALLET WOODEN 1200X1200X160MM,—,9745983
Eye Washer,—,9745895
"PVC Hose with Extra Thick. Size Dia 32 mm ID,PVC Hose with Extra Thick. Size Dia 50 mm ID,HEAVY DUT",—,9745516
"LV1 WZT-3 170-91-480 NUT,LV1 WZT-3 SK-0-48-11 PLUG M12X1.25,LV1 WZT-3 B71-28-665Z PIN,LV1 WZT-3 170",—,9744644
Integrated UAV Based Aerial Surveying and Photogrammetry,—,9743215
INTEGRATING SPHERE,—,9737585
Rockwell Hardness Tester with Accessories,—,9720406
"RESILIENT COUPLING/ BIBBY COUPLING, PART NO. 478B,SPRING ELEMENT 478B, PART NO. SSS478B,RESILIENT B",—,9708911
"Ratchet Type Torque Wrench,Ratchet Type Torque Wrench",—,9525742
Comparison Microscope,—,9686811
Containerised Tubular Shooting Range System in 40 Ft,—,9584977
"Three way tansfer valve: Make- TSM engineering Pressure ports - 3 size 3/4"" NPT (female) Signal Por",—,9551164
skin grafting blade,—,9746169
"primers,primers2,primers3,primers4,primers5",—,9746143
7.5 Digit Tabletop Multimeter,—,9745778
"Crassy,obs,valve,piston,piston,cyl,cyl,circlip,circlip,Svassy,Svassy,sealoil,gasket,gasket,kit,duv,",—,9745151
"300097822,300106851,300106852,300098521,300106854,300032632,300093007,300032631,300093008,300098524",—,9722849
Two Channel Electroglottograph Device,—,9718959
"07 Seater Car,07 Seater Car,Extra Km,Extra Hours,07 Seater Car,07 Seater car,Extra Km,Extra Hours,7",—,9718884
"THERMOMETER 0 TO 100 D C 3 BY 8 BSP FOR YARD 1280,PRESSURE GAUGE 0 TO 10 KG PER CM2 DOC NO. E FTG 0",—,9746285
"RED OXIDE PART NO 8010007497,OG PAINT PART NO 8010000245,THINNER OR TARPIN PART NO 8010007499,RED P",—,9746225
"ALH-GSE-CLINO-ELEC - ELECTRONIC CLINOMETER WYLER 45 / EQVT,ALH-GSE-CLINO-MECH - MECHANICAL CLINOMET",—,9746121
"BoQ Item No 1,BoQ Item No 2,BoQ Item No 3,BoQ Item No 4,BoQ Item No 5",—,9746046
"Distribution Transformer, 3 Phase, upto and Including 200 KVA ISI Marked To IS 1180 (Part 1),Distri",—,9746023
"HSK A63 ER16 COOLANT THROUGH SPINDLE COLLET CHUCK HOLDER, GAUGE LENGTH 100 MM, WITH ANTI FRICTION R",—,9744459
Semi Automated Urine Analyzer,—,9726236
"CENTER BRUSH, Part No. TMS062B,Side Brush, part No. TMS061B",—,9622229
"UPS,Additional Module for UPS,Li Ion Batteries,CAMC 4TH YEAR,CAMC 5TH YEAR,CAMC 6TH YEAR,CAMC 7TH Y",—,9613220
"White Enamel Paint,Black Enamel Paint,Smoke Grey,Thinner Enamel,Red Oxide,Synthetic Enamel Oxford B",—,9725897
"SUPPLY, INSTALLATION AND FIXING OF ELECTRIC CHAIN HOIST WITH TROLLEY AT HEIGHT AS PER SCOPE OF WORK",—,9746524
Mouse Trap (V2),—,9746038
"data wall display,LED Controller,LED Software,Stabilizer,Data Processing Unit,Online UPS,POE Switch",—,9454123
PROCUREMENT OF PORTABLE FRP BIO-TOILETS FOR KLL OFFICE AND PLANT PREMISES,—,9734973
R. H BOX ASSY / 188.91. 006CB-1CB,—,9743131
PLUG / 172.33. 241CBCB,—,9743059
SUB ASSY FLOAT / 54.51. 25CB-BCB,—,9743023
SUB ASSY PIPE / 172.33. 208CBCB,—,9742995
PA DELEGATE UNIT ( CONFERENCE SYSTEM),—,9731151
"EJ4939D 023200210,EJ4939D 023280030,EJ4939D 035319300,EJ4939D 036202010,EJ4939D 037260700,EJ4939D 0",—,9657484
"EV7159DCS11007,EV7159DCS11019A,EV7159DCS11052,EV7159DCS15076,EV7159DCS25100,EV7159DCS25212,EV7159DC",—,9655128
"Split Dust Guard,MS ring,Stub for Coal",—,9741118
"STEELSHOT HEAT TREATED IS: 4606-1983(1.18MM) IS-SIEVE DESIGNATION 1.18MM, WIDTH OF APERTURE 1.18MM",—,9746862
"INDUCTION RICE BOILER 200L, 16KW,INDUCTION TAWA-30"" X60"" -18KW,INDUCTION IDLY STEAMER-400-30KW,INDU",—,9746014
"ABB CRM110DC4L 4CO Relay,CRMH1 Relay Holder,Geared Motor 100130V ACDC,Shunt Closing Release 110V AC",—,9740968
"RIB LH / 172.01. 175SB-1,BRACKET BASE ASSY / 172.01. 237CBCB,BRACKET BLOWER DRIVE ASSY / 175.01. 10",—,9700895
HATCH BLOCK / 172.11. 068/PL,—,9696006
"Furnace-1 Inner Roll APL-1 & 2,Quench-1 Inner Roll APL-1 & 2",—,9746049
Supply of M/s BDK make EPDM weir type (normally open type) diaphragm 80 NB size. Rubber hardness 70,—,9648829
"Potato,Onion,Garlic,Eggs fresh",—,9745777
"Improvised power loom and all other essential accessories along with all safety features,Double rib",—,9729221
Procurement of Enamel Synthetic Exterior Paint,—,9711942
11KV 250A HALF COUPLER EPOXY HOUSING,—,9696023
"Rolled Copper and Copper Alloy Sheet, Strip and Foil",—,9666781
High precision slant bed/ saddle 4 Axis Horizontal CNC Turn Mill Centre Machine,—,9733717
URTH-040 URETHANE TUBING CLEAR,—,9732087
"High End Desktop PCs,Online UPS 10 KVA with Bty,Heavy Duty Printer,Interactive Panel 75 Inch,LED Di",—,9552979
"0 POINT 05 percent Halobetasol 15 gm Ointment,Tacrolimus Oint 0 point 03 percent 20 gm,Sertaconazol",—,9745879
"BURNER WEAR PLATE SA387GR12 THICK: 20MM,ARMOURING WEAR PART SQUARE BAR 80X80 MM",—,9743978
Ru7403294300 Current Transformer Neepco Turial Project,—,9742975
DRAIN VALVE / 172.31. 092CB-A,—,9745732
SCREW ASSY / 165.31. 48CBCB,—,9745580
Toyota Innova Hycross Hybrid ZX(O) 7S-AT Car,—,9733375
"Schedule1_ 100278037_ 10_ M2926990013_ BLNKT, SAF: FIRE RES BLANKET",—,9771629
"ITEM NO. 1,ITEM NO. 2,ITEM NO. 3,ITEM NO. 4,ITEM NO. 5,ITEM NO. 6,ITEM NO. 7,ITEM NO. 8,ITEM NO. 9,",—,9737183
"RING TO DRG NO. 329-23-1(AS PER DRAWINGS AND SPECIFICATIONS),RING TO DRG NO. 329-27-2(AS PER DRAWIN",—,9769856
"Designing and Printing of Service manual,Designing and Printing of Diary",—,9770847
"Procurement, Supply, Installation, Testing & Commissioning of 3 Ton Flameproof Electrical Winch for",—,9741890
"Supply of High-Capacity Automatic Jet Hand Dryers as per Technical Specifications,Installation and",—,9778092
SCOPE CORDER WITH ISOLATED MODULES,—,9706580
"5735015974,5735113554,5735481824,5743453654,5743454914,5743455914,5743456864,5744189224",—,9769930
"V-Belt D-173,V-Belt B-104,V-Belt B-36,V-Belt SPA-2120,V-Belt SPB-2200,V-Belt SPB-2500,V-Belt SPB-16",—,9772263
"DEEP HOLE CARBIDE TIPPED REAMER DIA 20.165MM, PVD- ALTIN COATED WITH THROUGH COOLANT FACILITY WITH",—,9771313
Abrasive Recovery System,—,9675456
"TYRE SUPPLY, FITMENT AND COMPHREHENSIVE MAINTENANCE OF 215/75R15,TYRE SUPPLY, FITMENT AND COMPHREHE",—,9734869
"Executive Table (V4),Chair for General Purpose,Revolving Chair (V5)",—,9731094
"CYLINDER HANDPUMP,UPPER VALVE,CUPPER VALVE,BEARING,AXCEL,CHAIN,VISOR,RING DHAKKANI,HANDLE,CHAMBER W",—,9765384
"Mechanical Belt Fastening System,Mechanical Belt Fastening System,Mechanical Belt Fastening System,",—,9769698
"Imipramine 25 mg Tab,Lamotrigine 25 mg Tab,Lamotrigine 50 mg Tab,Lorazepam 1 mg Tab,Lorazepam 2mg p",—,9745783
CAUSTIC SODA TANK,—,9777419
"BEARING HOUSING SN-520 (BL TYPE) GREASE LUB. - 90 MM SHAFT DIA. WITH V-FELT SEAL. , TO BE SUPPLIED",—,9777319
"BEARING HOUSING (C. I) SR-80 SPL, OIL LUB, - 80 MM DIA. (BL TYPE FOR NON-LOC. ) , Drg. No. : KSF-54",—,9777501
Vertical Electrophoresis System (V2),—,9743235
Grey polyurethane silver foam negative pressure dressing compatible with KCI machine for fourth gen,—,9746031
"INTEGRATED PLATFORM MANAGEMENT SYSTEM_IPMS_BY 531,ONBOARD SPARES_OBS_FOR IPMS BY 531,INSTALLATION A",—,9201301
ALUM FERRIC GRADE-1 - 8801530514,—,9777820
CORRUGATED FIBRE BOARD PACKING CARTON TO OFAJ DRG. NO. CC-333E.,—,9777641
"LAN SYSTEM_BY 531,ONBOARD SPARES FOR LAN SYSTEM_BY 531,INSTALLATION AND COMMISIONING SPARES FOR LAN",—,9448988
"4331104604,4331104644,4331124564,4331124604,4331126484,4331147564,4331857564,4346084604,4346084644,",—,9771402
"Modular UPS 180 KVA,UPS 180 KVA,180 KVA UPS,180 KVA Modular,180 KVA Online Modular UPS",—,9776271
"COUPLING, FLUID, SIZ: 17.75, DWN: RS-3.10. 102,COUPLING, FLUID, SIZ: 16.25, DWN: RS-3.10. 101,FLUID",—,9725919
"Hand Brake Assembly,Adjuster Plate With Nut and Bolt,Side Indicator Light ASN RH AM,Combination Swi",—,9783575
STEEL PUTTY_ 1000075041_ 1_ 88303093990,—,9741787
ASSY MOUNTING PAD / PV572.0725. 0008,—,9781278
ESD TROLLEY,—,9670873
MOXA CARD,—,9728418
Sensor trainer for hands-on learning and testing of Industrial sensors,—,9684939
"1000173353,1000173356,1000173354,1000173355,1200004419",—,9751186
"CERAMIC FIBER BLANKET as per BHEL's specs No. JP53371, Rev-00",—,9774434
Fabric Nylon 75gm Undyed 91.4 cm,—,9792847
"HOSE, CORRUGATED, SS, 2.5IN, 1100MM, 71701000801341",—,9741405
"PTZ Camera Repair,Replacement of OFC Cable,Repair and Replacement of Adopter 12V 5 AMP,Fiber Cable",—,9794359
"PROVN OF FALSE CEILING FOR WAITING AREA, STATION CANTEEN, STATION HEAD QUARTERS, THIRUVANANTHAPURAM",—,9794364
"File Cover Laminated with Logo,Paper A Four Size,Paper Legal Size,Register Two hundred fifty Pages,",—,9794349
"RO,Testing Kit,Plumbing Items,Trailer Items,Electrical Items",—,9793578
"Curtain Sky Blue 7X4,Table Cloth UN Insignia with Jhallar Sky Blue 6X5,Table Cloth 5X3 Sky Blue,Pad",—,9794511
"Item No 01,Item No 02,Item No 03,Item No 04,Item No 05,Item No 06,Item No 07",—,9593807
"Hydraulic Stg Presser Pipe,Dvr Co Dvr Side Glass,Door Glass LH and RH,Half shaft seal,Fly wheel sen",—,9794566
Induction motor pumpset 65/26,—,9794527
SEMI AUTOMATIC WASHING MACHINE 10.5 KG,—,9794506
"Arranging Checking of DG set,Supplying and replacing the DG starting Battery 12 v 100 AH,Supplying",—,9794486
"1000149480,1000149496,1000149485,1000149495,1000149497",—,9788538
"1.09257.0500CAP0.5,Catno.34847HydranalWaterStandard,CRMUCFGO1,ERMEF001B100CRM27ml,D5059PartCLeadasP",—,9795335
Fourier Transform Infrared Spectrometer,—,9711362
"M23053-6-103-4,M23053-6-104-4,M23053-6-105-4,M23053-6-106-4,M23053-6-107-4,M23053-6-108-4,M23053-6-",—,9739709
"TRANSMISSION ASSY,130TM01008,BEML,BD355_Mouda,TRACK SHOE ASSY,125CT00286,BEML,DOZER_Mouda,TRANSMISS",—,9708536
"Burenorphlnes 5 MG,Burenorphlnes 10 MG,Burenorphlnes 20 MG,Fentanyl 25 MCG,Fentanyl 50 MCG,Fentanyl",—,9740331
"Weatherproof Fixed CCTV Camera,Weatherproof PTZ CCTV Camera,Dome Indoor Fixed CCTV Camera,Weatherpr",—,9742090
Aluminum Foil,—,9746385
CONDITIONING CHAMBER,—,9746336
"Pdf attached,Refer specs in Boq,attached Boq,Specs enclosed in BoQ,See Boq file,spec as per attache",—,9744024
GALLERY LIGHTING SYSTEM,—,9737471
Hiring of Chairs for seating arrangements of SFSM,—,9735881
Etch Primer,—,9682983
Pedestal Safety Lock,—,9649353
"RF OFC two way converters,OFC splitters three way,OFC splitters four way,OFC splitters two way,Acti",—,9579775
"M. S. SHEET CONFORMING TO IS: 1079HR-1/IS: 2062 (TESTED QUALITY) SIZE: 2.00 MM THICK,M. S. SHEET CO",—,9746589
Sterile stomacher bags without filter (400 ml bag) (Gamma Irradiated),—,9746394
"SUPPLY OF MR SR NO 1.0001 FOR GROUP A,SUPPLY OF MR SR NO 1.0003 FOR GROUP A,TRANSPORTATION OF MR SR",—,9746295
Xenon lamp for Leica Microscope,—,9734976
"Teak Venear,chain block,Protective Goggle,Insulation Sheet,Insulation Sheet,Insulation Sheet,Broom",—,9667477
Pin Up Notice Board (V2),—,9568758
Larval weaning diet,—,9746642
COMPARATORS FOR COLOUR TEST,—,9746591
"HYDRAULIC PIPE CLAMP 12MM OD,HYDRAULIC PIPE CLAMP TOSUIT 12 OD PIPESUITABLE FOR 400 BAR.,HYDRAULIC",—,9746568
"LEDs,Resistors kit,Capacitors kits,Diodes kits,Transistors kits,IC 555 Timer,LM324 IC,ULN2003 IC,Pu",—,9746567
Abrasion Resistance test apparatus with end fittings,—,9746511
"PTFE Lined Ball Valve, Size: 40 NB, Length: 165± 5 mm, Hole PCD: 98± 1.6mm, No. of Hole: 4 Nos, H",—,9746397
PRESSURE LINE HYDRAULIC FILTER ELEMENT; REXROTH MAKE; PART NO-R92800-6701-20063 PWR-10-A00-A-M; OTH,—,9746235
"Pant,Shirt,Kurta,Salwar,Waist Coat,Black Shoes,White Shoes,Bedsheet",—,9746186
Providing flooring to the vermicompost shed and allied works in farming system,—,9745780
32 Channel Field Data Acquisition System,—,9704120
Lab Furniture,—,9594140
"M. S. SHEET CONFORMING TO IS: 1079HR-1/IS: 2062 (TESTED QUALITY) SIZE: 8.00 MM THICK,M. S. SHEET CO",—,9746903
Solar Driven Membrane Distillation System Integrated with Lithium Adsorption Unit,—,9746833
"PRESSURE INDICATOR PART NO 235000,REAR GLASS PART NO 256682,EXPANSION TANK PART NO 389240,SPLINED S",—,9746694
"LLRice62,MON87701,GTS4032,bt11,mon89788",—,9746688
"API 20E kit,VIDAS LMO2 Kit",—,9746148
Virtual Reality Lab,—,9745313
Procurement of Spare Planetary gear box for 200 TPH trommel of (SMP 3 and 4),—,9744350
HDMI Recorder for MIcroscope,—,9740490
MEPL PC220/MPC 220 black toner cartridges,—,9693091
TRODAT Cold Kit for Tc-99m labelling dopamine transported imaging,—,9630728
TGB OIL COOLER,—,9682909
Life Raft 10 Men Capacity,—,9633098
cam & follower operated hydraulic over speed device,—,9746924
"ORIFICE PLATE 65 NB DIN ND 10 STD,GM ORIFICE PLATE FOR 32 NB DRG NO 2092700000,GM ORIFICE PLATE FOR",—,9746873
Imidacloprid 30.5% Suspension Concentrate Conforming to IS 16131 (V2),—,9746463
"Romax Enduro,Helical Gear and Spline Contract Analysis,System Gear Contract Analysis,Cylindrical Ge",—,9746170
Day Care Diagnostic And Dialysis Centre,—,9727491
SEWING COTTON 100 DTEX X 6 FRENCH GREY SPECIFICATION: IS 1720: 2024 (IN TUBES OF 1000 MTRS EACH),—,9747185
Fastener Hook & Loop Tape Synthetic 2.5 cm. green,—,9746445
Roller Blinds,—,9746341
"300064654,300021657,300065660,300065290,310021395,310021513",—,9746425
"A4 Size Copier paper 75 GSM,Ball Point Pen Blue,Ball Point Pen Black,Ball Point Pen Red,Note book,S",—,9739287
Miscellaneous electrical spares of various types and categories,—,9594948
Multifunction Display Test Station,—,9740249
"BALANCED PRESSURE THERMOSTATIC STEAM TRAP WITH IN-BUILT STRAINER,THERMODYNAMIC STEAM TRAP WITH IN-B",—,9777097
"1000074866_4_91800126290_3 LAYER DISPOSABLE SURGICAL FACE-MASK,1000074866_9_91800001510_CIDEX 5 LTR",—,9744931
HARDWARE AND NETWORKING COURSE,—,9673641
"RFP for Supply, Implementation and Maintenance of Identity and Access Management (IDAM) Solution",—,9632259
"GPU Compatible Workstation,NA0 Not required to be quoted,NA1 Not required to be quoted,NA2 Not requ",—,9746042
"Stapler No 10 mm,Stapler Pin No 10mm,Stapler No 10,Stapler Pin No 10,Correction Pen,Pencil-Pack of",—,9752176
SITC of Control Room Interior & Control Desk and Integrated CCTV,—,9707161
"LOW HEAT STAINLESS STEEL ELECTRODE 4MM,GENERAL PURPOSE MILD STEEL ELECTRODE 4MM,GAUGING ELECTODE 4",—,9774415
"Sweeping Broom (V5),Domestic Wiper/Wiper Mopper (V3),Toilet Cleaner Liquid  (V3)  conforming to IS",—,9767995
"Inj. Rabies Human Monoclonal anti 100 IU 2.5 ml 1,Inj. Rabies Human Monoclonal anti 100 IU 2.5 ml 2",—,9766604
"INJ. SURFACTANT PHOSPHOLIPID 4ML 1,INJ. SURFACTANT PHOSPHOLIPID 4ML 2,INJ. SURFACTANT PHOSPHOLIPID",—,9766466
"INJ. FERIC CARBOXY MALTOSE 500 MG 1,INJ. FERIC CARBOXY MALTOSE 500 MG 2,INJ. FERIC CARBOXY MALTOSE",—,9766263
"INJ. HUMAN ANTI-D IMMUNOGLOBULIN 300 MCG 1,INJ. HUMAN ANTI-D IMMUNOGLOBULIN 300 MCG 2,INJ. HUMAN AN",—,9765751
"Delivery Hose Rubber Coating,Delivery Hose Rubber Coating,Foam Branch With Pickup Tube FB 5X,Short",—,9765634
"water tanker,Tractor with Trolley,Suction Tanker",—,9765109
"USG examination kit Sono kit1,USG examination kit Sono kit2,USG examination kit Sono kit3,USG exami",—,9764700
BOD Incubator,—,9728716
Water Disruptor,—,9767276
"Gama radicated sterile USG Gel1,Gama radicated sterile USG Gel2,Gama radicated sterile USG Gel3,Gam",—,9764308
"BROTHER TN267 BLACK,BROTHER TN267 MAGENTA,BROTHER TN267 YELLOW,BROTHER TN267 CYAN,BROTHER TN 2280 B",—,9654435
Antimicrobial Dressing (V2),—,9595869
"Solar Road Studs,rcc drain cover 1000x500x100,rcc drain cover 1200x500x100,rcc drain cover 1500x500",—,9746741
"AccuSure Digital HB Meter,AccuSure Test strips for Digital HB meter,AccuSure Glucometer strips - pa",—,9767319
"IV Normal Saline 100ml,IV Metronidazole 100ml,Inj .Pantaprazole 40mg,IV Ringerlactate 500ml RL,Surg",—,9764956
DEEP HOLE DRILLING&REAMING CUTTING (COOLANT) OIL ANY ONE OF THE FOLLOWING GRADE OIL. 1. VALONA MS-7,—,9771930
"ILF Olympic Handle ILF,ILF Olympic Limb ILF,Recurve Sight,Stabilizer Long For Recurve,Stabilizer Sh",—,9718488
HIGH CAPACITY AGRICULTURAL HAULAGE UNIT,—,9767046
Drop Out Fuses,—,9773946
"AIR FILTER AC,CONDENSER GASKT SET 01 NO",—,9771648
"E 01F.1B.4410.004.0AA,E 01F.1E.6190.001.0AA,E 01F.1Y.102M.001.00A,E 01F.1Y.003M.001.1AA,E 01F.1Y.00",—,9691828
FRP TANK,—,9775398
Shelf Life Measurement System,—,9722350
"Passenger Baggage Trolley Front Wheel,Passenger Baggage Trolley Rear Wheel",—,9790509
Supply and Installation of Box Cricket Facility,—,9707934
Supply and Installation of Open Gym Fitness Equipment Setup,—,9707058
Extended Detection and Response (XDR) Solution,—,9772332
THE WHOLE JOB WORK CONTRACT AT 4X4 FORGING PLANT OF OFAJ FOR 155 MM SHELL FORGING PRODUCTION (ALL V,—,9701220
"COOLING FAN 3PH 610MM TRAFO VRMP CPP,COOLING FAN 3PH 915MM TRAFO VRMP CPP,COOLING FAN TRNSFRMR BHEL",—,9789581
ILMS GEAR BOX MODEL- F072310 TMHC1A 7.5AM OIL GR. -460 RATIO-10: 1 RPM - 145 POWER - 7.5 KW STD- PM,—,9754133
"Fuel Filter,Cooling Fan,Thermostat Valve,GCU,Thermostat Valve,Fuel Filter,GCU,Manual Torque Wrench,",—,9794636
"Waterproof Insulation Tape,SDS Screw Half inch,SDS Screw 1inch,SDS Screw One and Half inch,SDS Scre",—,9794713
"Paper A4 Size,Paper FS Size,Envelope,Envelope,Envelope,Register,Register,Register,Attendence Regist",—,9794703
Supply and fixing of Stainless steel letter and logo,—,9721510
"IBR Certd. STRAIGHT TEES CS 8"" SCH 40BW_ HY7242511780,TEE STRT 12"" SCH 10S BW SS_ HY7242513359,SS R",—,9794916
9B861068-V1 CASING(COVER),—,9789994
"HSSE MACHINE TAP,HSS-E M35 MACHINE TAP FOR BSP THREAD FOR BLIND HOLES",—,9792871
"BEML-100272506-Schedule_1_M6518217225,Schedule_2_M6518215001,Schedule_3_M6518215002,Schedule_4_M651",—,9648873
"Comprehensive Maintenance of Passenger lifts for Qtr1,Comprehensive Maintenance of Passenger lifts",—,9795306
"PVA Bag 04 FT IN BRACKET 10 Pouch,PVA Bag 06 FT IN BRACKET 10 Pouch,PVA Bag 08 FT IN BRACKET 10 Pie",—,9782917
Prosthesis Basic Foot with Solid ankle and Cushion heel carbon composite core OBLIQUE plastic keel,—,9783171
"PTZ Camera,Bullet Camera,16 Port SW POE,8 Port SW POE,TV 43 Inch,NVR 32 Channel,4 U Rack,1 KVA UPS,",—,9620034
"Supply, Installation, Testing and Commissioning of ASMGCS for Varanasi Airport",—,9689458
In-sourcing of 10 control surface structural assembly of Su-30 Mki aircraft as a package SEMFG914,—,9698564
Anaesthesia Workstation with Monitor and Charting System,—,9744146
Online Vibration Monitoring with Analysing System Including Supply with spares,—,9594664
Deoiler,—,9744843
Sensor rubber cover along with SS clamp as per attached technical specification attached,—,9718908
"See Spec in BoQ,Attached pdf in BoQ,BoQ attached,Refer pdf spec in BoQ,Pdf specs in BoQ,See spec as",—,9740938
SITC of Telescope Mount and Accessories,—,9741054
Supply Installation and Commissioning of Desktop Computers,—,9741207
"Amphetamines,Ecstasy,Barbiturate,Benzodiazepine,Cannabinoids THC,Cocain,Cotinine,EthyIAlcohol,Metha",—,9740891
CAMERA LENS,—,9743145
ANALYTICAL CHEMICALS,—,9743222
STAKING POLES,—,9743438
"PIANO TYPE NON MODULAR ELECTRICAL SWITCH SOCKET COMBINATION AS PER IS 3854 AND IS 1293, WITHOUT JUN",—,9741238
Humidifier (V2),—,9705753
"Vermicompost Bed 400 gsm - 450 gsm size 8 ft in Length x 4 ft in Width x 2 ft in height,Bamboo Stic",—,9743843
Custom Bid - Heavy Duty Portable Dril Machine,—,9731411
Custom Bid,—,9730695
"CUSTOM BID - 32A,CUSTOM BID - RCBO 64A",—,9647918
Real Time PCR (RT-PCR),—,9713271
Pile Integrity and Ultrasonic Pulse Echo tester with accessories,—,9715104
Laboratory Steel Furniture,—,9745723
"Cutting Wheel size 4 inch Make,Band Saw Blade,Carbide End mill cutter dia 14 mm Make Miranda,Carbid",—,9746432
Fabrication of Integrated Decontamination System,—,9747068
Conduit Pipe for Weighbridges,—,9747065
"Fresh Air Damper for Actuators,Return Air Dampers for Actuators",—,9747018
Recirculating chiller,—,9747003
"AI STUDY HUB,AI SPACE ACADAMY,SPEAKVERSE,PAPERCRAFT,LAN CABLE CAT 6 305 MTR DLINK,RJ45 CONNECTORS 1",—,9746976
Imaging System for Microscope,—,9746962
"milk AMUL TAZA 1 ltr,milk AMUL GOLD 1 ltr,curd 1 Kg,butter milk6 LTR",—,9746861
"See attached Pdf,Refer Specs in BoQ,BoQ attached,Specs enclosed in BoQ,See BoQ File,See attached sp",—,9746586
"Biomerieux Vidas Salmonella SLM (1X60nos),Biomerieux Tempo Bags (1X500nos) 80015,Biomerieux Vidas Q",—,9746274
NEEM SEED OIL EXTRACTION MACHINE,—,9743959
"10 TON LOW HEIGHT SINGLE ACTING SPRING RETURN HYDRAULIC JACK,20 TON LOW HEIGHT SINGLE ACTING SPRING",—,9722879
Partial Discharge Analyzer,—,9747269
Battery for walkie-talkie,—,9747242
HydroCarbon gas detector,—,9747146
EFFLUENT TREATMENT PLANT,—,9747096
"Workload Manager WLM Rack Based Server Nodes,Cabling and Associated Accessories,Installation and Co",—,9747004
Laproscopy CO2 Insuffaltor,—,9741147
Procurement of Dissolved Oxygen Meter at NGRC,—,9738265
Gene Synthesis,—,9731859
"All-in-One Desktop PCs,A4 color printer,Multifunction A3 Printer",—,9716072
"Alpha Hand, Foot and Clothing Monitor as per attached Technical Specifications",—,9698043
"VAR Furnace Checklist,Re-melting instruction for VAR furnace,VAR Furnace Log Sheet,VAR Furnace cont",—,9747446
Procurement of Portable Hydrogen Sensor,—,9734223
Potato Peeling Machine,—,9747388
3mensio,—,9747376
"DUST COVER PART NO 190335,HEAD LIGHT ASSY PART NO 389483,PLATE SCANIA PART NO 352140,REFLECTOR PART",—,9747332
Western Blot Apparatus with Power Pack,—,9747297
"Water Purifier NHC1,Water Purifier NHC 2,Water Purifier NHC3,Water Purifier NHC4,Water Purifier NC5",—,9747097
FRP TANK FOR FISH REARING,—,9746857
"Windows 11 Pro,MS Offfice Standred,Quick Heal Anti Virus Total,Wireless Keyboard,Wireless Mouse,Ins",—,9743777
"Cement,Sand,Aggregate,Brick,Iron rod,MS equal angle,Plywood,MS plain sheet,Welding Rod,RCC Pipe",—,9743643
Bench top conductivity meter with calibration 1-5 points,—,9740186
BREAST SWITCH (BK3.608. 010) DUYU5002003 MH-1 1.2M LENGTH/DEVICE MT2 WITH CORD 1.2M,—,9725287
Chemtrols make valve,—,9664839
"ES3439B-3RB2283-4AA1,ES3439B-3RV10214AA10,ES3439B-3RV10214CA10,ES3439B-NS6-NS15,ES3439B-J1514-PSM",—,9620357
"EA6330B-108-010NG004-E01,EA6330B-BST-1203-119-027,EA6330B-GY02U0200003,EA6330B-H443,EA6330B-NB-14-2",—,9547334
Neuro Muscular Monitoring System,—,9747598
Vertical-20 Deg C Freezer,—,9747538
Electrometer,—,9747483
"Renovating lawns including weeding, cheeling, forking top dressing, 30days watering and maintenance",—,9747473
"Moisture Trap for UHP grade Helium and Nitrogen gas with min. purity of 99.999%,Oxygen Trap (Oxy Tr",—,9747449
"Balance-1,Balance-2,Balance-3,Balance-4,Hot air oven,Autoclave-1,Autoclave-2,Autoclave-3,BOD Incuba",—,9747360
"Procurement of PRINTER CUM PLOTTER (INK JET) 36"",Procurement of PC MONITOR DISPLAY 4K UHD 27"",Procu",—,9747334
"See attached pdf,Pdf in BoQ,Ref in BoQ pdf,BoQ attached,Attached BoQ pdf Spec,See attached specific",—,9747296
